Groups	Bray-dist
Bantu_Bantu	0.211487772
Bantu_Bantu	0.263711961
Bantu_Bantu	0.121520604
Bantu_Bantu	0.125307853
Bantu_Bantu	0.175453673
Bantu_Bantu	0.172460968
Bantu_Bantu	0.230928542
Bantu_Bantu	0.245641921
Bantu_Bantu	0
Bantu_Bantu	0.100308266
Bantu_Bantu	0.151901899
Bantu_Bantu	0.134605053
Bantu_Bantu	0.215453308
Bantu_Bantu	0.273812189
Bantu_Bantu	0.110682811
Bantu_Bantu	0.13605175
Bantu_Bantu	0.200859631
Bantu_Bantu	0.109513065
Bantu_Bantu	0.181682479
Bantu_Bantu	0.143565343
Bantu_Bantu	0.201261405
Bantu_Bantu	0.229443288
Bantu_Bantu	0.100308266
Bantu_Bantu	0
Bantu_Bantu	0.135385311
Bantu_Bantu	0.117244665
Bantu_Bantu	0.194738159
Bantu_Bantu	0.252811565
Bantu_Bantu	0.113660457
Bantu_Bantu	0.135862231
Bantu_Bantu	0.179901998
Bantu_Bantu	0.128360013
Bantu_Bantu	0.177633601
Bantu_Bantu	0.137478665
Bantu_Bantu	0.191364161
Bantu_Bantu	0.22972459
Bantu_Bantu	0.151901899
Bantu_Bantu	0.135385311
Bantu_Bantu	0
Bantu_Bantu	0.135804497
Bantu_Bantu	0.221562694
Bantu_Bantu	0.282262725
Bantu_Bantu	0.152723795
Bantu_Bantu	0.182332582
Bantu_Bantu	0.191781964
Bantu_Bantu	0.118884148
Bantu_Bantu	0.183990468
Bantu_Bantu	0.128324548
Bantu_Bantu	0.212510443
Bantu_Bantu	0.237992604
Bantu_Bantu	0.134605053
Bantu_Bantu	0.117244665
Bantu_Bantu	0.135804497
Bantu_Bantu	0
Bantu_Bantu	0.206245471
Bantu_Bantu	0.262478003
Bantu_Bantu	0.108704912
Bantu_Bantu	0.15100694
Bantu_Bantu	0.169064524
Bantu_Bantu	0.194724691
Bantu_Bantu	0.253897504
Bantu_Bantu	0.184185895
Bantu_Bantu	0.230551571
Bantu_Bantu	0.262228701
Bantu_Bantu	0.215453308
Bantu_Bantu	0.194738159
Bantu_Bantu	0.221562694
Bantu_Bantu	0.206245471
Bantu_Bantu	0
Bantu_Bantu	0.179670251
Bantu_Bantu	0.188977021
Bantu_Bantu	0.177885173
Bantu_Bantu	0.209951596
Bantu_Bantu	0.250715466
Bantu_Bantu	0.346757361
Bantu_Bantu	0.259825605
Bantu_Bantu	0.294744268
Bantu_Bantu	0.315880614
Bantu_Bantu	0.273812189
Bantu_Bantu	0.252811565
Bantu_Bantu	0.282262725
Bantu_Bantu	0.262478003
Bantu_Bantu	0.179670251
Bantu_Bantu	0
Bantu_Bantu	0.237028699
Bantu_Bantu	0.218738255
Bantu_Bantu	0.276766085
Bantu_Bantu	0.112753407
Bantu_Bantu	0.188545896
Bantu_Bantu	0.126218832
Bantu_Bantu	0.200823036
Bantu_Bantu	0.211487772
Bantu_Bantu	0.110682811
Bantu_Bantu	0.113660457
Bantu_Bantu	0.152723795
Bantu_Bantu	0.108704912
Bantu_Bantu	0.188977021
Bantu_Bantu	0.237028699
Bantu_Bantu	0
Bantu_Bantu	0.118352186
Bantu_Bantu	0.157983995
Bantu_Bantu	0.150431101
Bantu_Bantu	0.230771659
Bantu_Bantu	0.190280226
Bantu_Bantu	0.2521864
Bantu_Bantu	0.263711961
Bantu_Bantu	0.13605175
Bantu_Bantu	0.135862231
Bantu_Bantu	0.182332582
Bantu_Bantu	0.15100694
Bantu_Bantu	0.177885173
Bantu_Bantu	0.218738255
Bantu_Bantu	0.118352186
Bantu_Bantu	0
Bantu_Bantu	0.219532167
Bantu_Bantu	0.155391644
Bantu_Bantu	0.140060608
Bantu_Bantu	0.101559562
Bantu_Bantu	0.170123261
Bantu_Bantu	0.121520604
Bantu_Bantu	0.200859631
Bantu_Bantu	0.179901998
Bantu_Bantu	0.191781964
Bantu_Bantu	0.169064524
Bantu_Bantu	0.209951596
Bantu_Bantu	0.276766085
Bantu_Bantu	0.157983995
Bantu_Bantu	0.219532167
Bantu_Bantu	0
